Date_tweeted,username,display_name,tweet_link,Tweets,Number_of_Likes,Number_retweets,Qouted_times,Source_of_Tweet,number_of_followers,location
2023-02-23 03:52:28,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628603672253939712,"Now Playing on 234Radio, Lionel Richie - Hello.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 03:50:58,KemPatriot,KemKem,https://twitter.com/KemPatriot/status/1628603298273021952,"#TheFutureIsBAT 

⁦@officialABAT⁩ will touch all facets of our Economy, leaving non or no one behind. 

#TinubuIsWinning
#NigeriaDecides2023
#KemTwits https://t.co/c1SfxrszJR",2,1,0,Twitter for iPhone,24267,"Lagos, Nigeria"
2023-02-23 03:48:14,ObiEverything,Everything Peter Obi,https://twitter.com/ObiEverything/status/1628602608360255488,"Dear Obidients, we have a key senate race in the FCT. Hajiya @IretiKingibe is challenging Philip Aduda of the PDP who has been in NASS since 2003. Peter Obi needs candidates like Hajiya in the senate. While you vote PO, remember to vote#NigeriaDecides2023
 https://t.co/mnwIvaXVt8",4,1,0,Twitter for iPhone,12935,"Ibeju, Nigeria"
2023-02-23 03:47:16,DahiruMaiha,Usman dahiru barade maiha,https://twitter.com/DahiruMaiha/status/1628602364750962688,"Our Presidential Candidate, Asiwaju Bola Ahmed Tinubu signing the 2nd peace accord at the International Conference Centre (ICC), Abuja. Our commitment to peaceful and credible elections is unwavering. 

#TheFutureIsBAT
#NigeriaDecides2023
#RenewedHope2023 https://t.co/CJmhm2SXxk",0,0,0,Twitter for Android,63,"Adamawa, Nigeria"
2023-02-23 03:43:01,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628601293659860992,"Now Playing on 234Radio, CRAIG DAVID - Once in Lifetime.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 03:42:36,BigifNGO,Balm in Gilead Foundation 4 Sustainable Dev-BIGIF,https://twitter.com/BigifNGO/status/1628601191444713472,"There is overwhelming evidence that women's participation in politics is beneficial to both their own communities and societies.

Women come out to vote!
#NigeriaDecides2023 
#StopVAWIP 
@NLinNigeria 
@NDI 
@IrlEmbNigeria 
@Irish_Aid 
@EU_SDGN 
@FCDOGovUK 
@PLACNG 
@CanadaDev https://t.co/X8KECW0hDO",0,0,0,Twitter for Android,1913,Ekiti/Lagos/Ondo/Kwara/Oyo/Osu
2023-02-23 03:42:32,Books4Queens,Books For Queens,https://twitter.com/Books4Queens/status/1628601173447176192,"Banks have not been releasing enough of the new naira notes, leading to desperate and chaotic riots.  Why haven't any of the presidential candidates put together a solid plan on how they are going to fix this?  It isn't acceptable for people 2 live like this

#NigeriaDecides2023",0,0,0,Twitter Web App,4,Reading is essential 
2023-02-23 03:41:54,KemPatriot,KemKem,https://twitter.com/KemPatriot/status/1628601014361153538,"True Humans are rare in these days that  Jinns also put on clothes . 
To be there for someone who has been there for you ,is what true Humans do.
May the Almighty reward all those who are standing by and with @officialABAT .

#TinubuIsWinning 
#NigeriaDecides2023 
#KemTwits https://t.co/CbdQfLTkUa",11,2,0,Twitter for iPhone,24267,"Lagos, Nigeria"
2023-02-23 03:37:28,AbrahamIdokoko,Dr. Abraham Idokoko,https://twitter.com/AbrahamIdokoko/status/1628599897195700225,"@USinNigeria Stop interfering in Nigeria's elections. You never want anyone to get involve in US elections, right?

Let the Nigerian people decide their leaders, independently. And we are electing Mr. @PeterObi as #NigeriaDecides2023",0,0,0,Twitter for Android,283,
2023-02-23 03:35:47,BigifNGO,Balm in Gilead Foundation 4 Sustainable Dev-BIGIF,https://twitter.com/BigifNGO/status/1628599477027196931,"We visited farmsteads, villages and hard to rich areas.
Women's voices must be heard in elections
#NigeriaDecides2023 
@StopVAWIP 
@inecnigeria 
@womenfundng 
@awdf01 
@unwomenNG 
@IFES1987 
@Irish_Aid 
@NLinNigeria 
@ndiafrica 
@EU_SDGN 
@EUinNigeria 
@FranceInNigeria https://t.co/gixNTZLGdW",0,0,0,Twitter for Android,1913,Ekiti/Lagos/Ondo/Kwara/Oyo/Osu
2023-02-23 03:35:07,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628599306281271298,"Now Playing on 234Radio, Amerie - Nothing Like Loving You.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 03:35:05,BangouraNicole,ClassysassyBadNikki,https://twitter.com/BangouraNicole/status/1628599299759132674,"Wicked Souls, their Downfalls will be tenfolds #deathistooeasyforyou #pain #NigeriaDecides2023",0,0,0,Twitter Web App,5,West Midlands
2023-02-23 03:34:13,KemPatriot,KemKem,https://twitter.com/KemPatriot/status/1628599081055518720,"Ga Kashim Ga Tinubu 
https://t.co/yi5qFxcNVl 

Proudly brought to you by the White Lion @OfficialGYBKogi 
 Coordinator of the Youth Campaign of the @APCPresCC2022 
#NigeriaDecides2023 
#KemTwits 
#TinubuisWinning",2,0,0,Twitter for iPhone,24267,"Lagos, Nigeria"
2023-02-23 03:28:41,DasFreidenker,HulkHogan,https://twitter.com/DasFreidenker/status/1628597690467491840,"May their souls rest in peace.
💔 🙏🏿 🕊  #NigeriaDecides2023",0,0,0,Twitter for Android,1212,Planet Mars
2023-02-23 03:26:29,BigifNGO,Balm in Gilead Foundation 4 Sustainable Dev-BIGIF,https://twitter.com/BigifNGO/status/1628597133266788354,"More men committing to women political participation and elimination of all forms of violence against women in politics #VAWIP
#NigeriaDecides2023 
@StopVAWIP 
@InecNews 
@inecnigeria 
@CDDWestAfrica 
@EU_SDGN 
@NigeriaScale 
@FCDOGovUK 
@USAIDNigeria 
@NLinNigeria 
@YIAGA https://t.co/lBFw71S8Hx",0,0,0,Twitter for Android,1913,Ekiti/Lagos/Ondo/Kwara/Oyo/Osu
2023-02-23 03:24:14,KemPatriot,KemKem,https://twitter.com/KemPatriot/status/1628596569791508481,"@lefuturebon @Qdpaper2 @teeana_world The translation is incorrect.
There is a difference between 
Dibo (vote ) and digbo (meaningless in this context) 

#NigeriaDecides2023",0,0,0,Twitter for iPhone,24267,"Lagos, Nigeria"
2023-02-23 03:24:03,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628596523515752448,"Now Playing on 234Radio, Shanice - Loving You.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 03:20:18,Koserenaija1,KosereNaijaMedia📡🇳🇬,https://twitter.com/Koserenaija1/status/1628595579042295813,"🗳🙏🏼#VoteWisely o. Ey no go funny make we 🇳🇬 dey miss Bubu o.  
Wrong voting will add to our problems abeg 🙏🏼. 
Watching This Vide By @Pa_J  to reactivate your memories 👇🏿
https://t.co/kntHTpgDa7

#gtbank
#NigeriaDecides2023 #Obidients #NairaMarley Soso",0,0,0,Twitter for Android,1197,"Lagos, Nigeria"
2023-02-23 03:19:00,DasFreidenker,HulkHogan,https://twitter.com/DasFreidenker/status/1628595249802092544,"Dear @inecnigeria,
Can you please give information about the total number of PVCs collected and the total number of Nigerians with PVCs going into this election? #NigeriaDecides2023",0,0,0,Twitter for Android,1212,Planet Mars
2023-02-23 03:18:31,BigifNGO,Balm in Gilead Foundation 4 Sustainable Dev-BIGIF,https://twitter.com/BigifNGO/status/1628595128360136706,"Equal participation of men and women in political affairs makes governments more representative of the composition of society

We sensitised men for women too
#NigeriaDecides2023 
#StopVAWIP
@womenfundng 
@unwomenNG 
@SwedeninNigeria 
@ElectHER_NG 
@NigeriaScale https://t.co/Ed10aLlbe4",0,0,0,Twitter for Android,1913,Ekiti/Lagos/Ondo/Kwara/Oyo/Osu
2023-02-23 03:16:19,elizabeth_aleke,Elizabeth Aleke,https://twitter.com/elizabeth_aleke/status/1628594578294030337,"Just assuming 🤔
Please let's be wise 

#PVCs #LabourParty #NigeriaDecides2023 #Elections2023 #VotePeterObiForPresident2023",1,0,0,Twitter for Android,473,Nigeria
2023-02-23 03:15:58,Koserenaija1,KosereNaijaMedia📡🇳🇬,https://twitter.com/Koserenaija1/status/1628594489185951745,"INEC EXPOSED : Thousands Of Non Distributed PVCs Of South East Voters Found In A Viral Video 
WATCH VIDEO 
https://t.co/25LDEMlJ57

#Trending #NigeriaDecides2023 #PeterObi2023 #ObiDatti2023 #Atiku #Tinubu #viral #NairaMarley Soso #sexforwork #gtbank https://t.co/5pXVYGrnaq",0,0,0,Twitter for Android,1197,"Lagos, Nigeria"
2023-02-23 03:14:28,KemPatriot,KemKem,https://twitter.com/KemPatriot/status/1628594112172638209,"@officialABAT isn’t referred to as Asiwaju for nothing. 
He leads.
Even in this campaign, He initiated the idea of TownHall Meetings ,which many copycats have now adopted. 
Indeed the greatest form of flattery is copying. 

#TinubuIswinning
#KemTwits
#NigeriaDecides2023 https://t.co/YfHMuExvXN",9,5,0,Twitter for iPhone,24267,"Lagos, Nigeria"
2023-02-23 03:11:26,BigifNGO,Balm in Gilead Foundation 4 Sustainable Dev-BIGIF,https://twitter.com/BigifNGO/status/1628593349526528001,"From @ekitistategov Central to North and South Senatorial Districts, @BigifNGO has continued to mobilise women voters. #VotersEducation in Otun Ekiti
#NigeriaDecides2023 
#StopVAWIP 

@InecNews 
@inecnigeria 
@ndiafrica 
@NLinNigeria 
@CanHCNigeria 
@eueomNigeria23 
@KDI_ng https://t.co/EgxeYRVfpj",1,0,0,Twitter for Android,1913,Ekiti/Lagos/Ondo/Kwara/Oyo/Osu
2023-02-23 03:10:04,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628593002644922369,"Now Playing on 234Radio, Whitney Houston - I will always love you.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 03:08:28,UkponoEdet10,Ukpono Udoette (Vote LP),https://twitter.com/UkponoEdet10/status/1628592599505289217,"@ObosuMabel My Vote is for Peter Obi ✊
#NigeriaDecides2023
#PeterObiForPresident2023",0,0,0,Twitter for Android,6337,Nigeria 
2023-02-23 03:07:29,UkponoEdet10,Ukpono Udoette (Vote LP),https://twitter.com/UkponoEdet10/status/1628592355350614018,"I really can't wait to cast My One vote for Peter Obi as President of The Federal Republic of Nigeria 🇳🇬.

MY VOTE IS FOR PETER OBI ✊
#NigeriaDecides2023
#PeterObiForPresident2023",0,1,0,Twitter for Android,6337,Nigeria 
2023-02-23 03:03:14,geth_in,Getachew h.michael,https://twitter.com/geth_in/status/1628591284741890048,@jeffpropulsion Its too shame to see this type of a huge and clear interferance by US secretaries .we shold say hands off #NigeriaDecides2023 instead of you.,0,0,0,Twitter for Android,34,"Dubai, United Arab Emirates"
2023-02-23 03:00:58,BLTwhitley,Whitley BLT🇳🇬 🍁,https://twitter.com/BLTwhitley/status/1628590715260506112,"This and #EndSARS 
Yet some people will still vote for the same group of people (@OfficialAPCNg &amp; @OfficialPDPNig) that'll continue to ruin the nation while increasing our national debt (greed)🙄
Nigerians deserve better!!!
#NigeriaDecides2023 
#ObiDatti2023 
#PeterObi4President",0,0,0,Twitter for Android,252,Canada
2023-02-23 03:00:10,OgbeniJuyitan,O G B E N I. #ENDSARS,https://twitter.com/OgbeniJuyitan/status/1628590513468108804,"Ethnicities and tribalism is Nigeria 🇳🇬 number one problem, not only at the FEDERAL level, it is worse at the STATES and LG level. #NigeriaDecides2023",0,0,0,Twitter for Android,1973,Ibadan Nigeria.
2023-02-23 02:58:25,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628590072030273539,"Now Playing on 234Radio, 234Radio - 234Radio Sweeper (The Number One Internet Radio) Short.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",1,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 02:55:20,BallerGee_BJ,BallerGee_Ayo,https://twitter.com/BallerGee_BJ/status/1628589294771179521,Coming Soon - #NigeriaDecides2023,0,0,0,Twitter Web App,40,Somewhere in West Africa 
2023-02-23 02:52:42,AllcitizensNG,"Citizens Alliance, Nigeria.",https://twitter.com/AllcitizensNG/status/1628588633237164035,"Students, youths and middle-aged #Nigerian voters will decide #2023Elections.

Let's get this done.
#Nigeria must move forward.
#NigeriaDecides2023",1,1,0,Twitter for Android,34,Nigeria
2023-02-23 02:52:21,SamuelAneke3,@RealEbukaansu,https://twitter.com/SamuelAneke3/status/1628588546180227074,"A vote for Mr. Peter Obi is a wise vote for the future, i encourage us to come out en mass and cast our vote for our incoming president insha allah. 
#forthefuture
#obidatti23 
#OBIdientlyYUSful
#INEC 
#NigeriaDecides2023 https://t.co/jk6voqsHPh",0,0,0,Twitter for Android,15,
2023-02-23 02:50:21,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628588042549137412,"Now Playing on 234Radio, DREAM - HE LOVES ME.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 02:45:36,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628586844995850241,"Now Playing on 234Radio, Seal - Kiss from a rose.

Listen live on https://t.co/CtrpndUaxF

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 02:41:14,ZaalopusNews,zaalopus news,https://twitter.com/ZaalopusNews/status/1628585745807179778,"Nigeria elections 2023: Young people pin their hopes on presidential outsider #NigeriaDecides2023
https://t.co/j6ValoUZvL",0,0,0,Twitter for Android,10,chennai
2023-02-23 02:41:08,SurprisingLagos,SurprisingLagos,https://twitter.com/SurprisingLagos/status/1628585722461519874,"After 24 years of uninterrupted democracy, we will head to the polls🗳️ this Saturday in the most crucial election of our time. 

This is yet another time to decide the future of this country 🇳🇬 and 93,469,008 of us can made the difference.

Get your PVC for #NigeriaDecides2023. https://t.co/luPaDtT2uQ",0,0,0,Twitter Web App,11951,"Lagos, Nigeria"
2023-02-23 02:36:18,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628584506348150784,"Now Playing on 234Radio, Lionel Richie - Cinderella.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 02:28:42,UtilityOpeyemi,Mr UTILITY,https://twitter.com/UtilityOpeyemi/status/1628582594429214724,"Count Down 
2days to go. 

@officialABAT  Ready to serve Nigeria.

#RenewedHope2023 
#NigeriaDecides2023 https://t.co/ryPsWUTGy4",0,0,0,Twitter for Android,2751,Osun
2023-02-23 02:28:40,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628582585306697729,"Now Playing on 234Radio, DIANA ROSS - Someone that you loved before.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 02:23:41,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628581328722567170,"Now Playing on 234Radio, Celine Dion - Power of love.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 02:21:47,OdesanyaAdeola,Adeola 🌐,https://twitter.com/OdesanyaAdeola/status/1628580853633765377,"The fact that ministers are hearing different candidate from God is alarming!
#VotePeterObiForPresident2023 
#Elections2023 
#NigeriaDecides2023
#gtbank",1,0,0,Twitter for Android,356,United Kingdom
2023-02-23 02:21:29,purewhyte101,Emmanuel Whyte,https://twitter.com/purewhyte101/status/1628580776236179463,"Nothing #Nigerians wan gist me!!
Tinubu aka BAT no like national Anthem.
...e no get how!!

#2023Elections #NigeriaDecides2023 https://t.co/bhxSvNweEm",1,1,0,Twitter for Android,265,"Accra, Ghana"
2023-02-23 02:21:25,remeokoigun,iam_oseremen,https://twitter.com/remeokoigun/status/1628580760604012546,"Those who support Tinubu do so because they perceive some benefit from him, while 
Those who support Peter Obi do so because they prioritize the betterment of the nation.
#2023Elections 
#NigeriaDecides2023 
#VotePeterObi",0,0,0,Twitter for Android,2452,"Accra, Ghana"
2023-02-23 02:17:49,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628579856022642689,"Now Playing on 234Radio, Avril Lavigne - Complicated.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 02:17:18,trueNija,Optimistic Muhammed,https://twitter.com/trueNija/status/1628579725554728960,"Message from Peter Obi's village. We have all heard beneficiaries of Asiwaju @officialABAT 's benevolence. Pls let's listen to PO victims message.

#SayNoToSocialMediaPolitician
#TinubuIsComing 
#TinubuShettima2023 
#NigeriaDecides2023 https://t.co/YcZLB6rcyv",0,1,0,Twitter for Android,46928,"Gombe, Nigeria"
2023-02-23 02:16:40,slansell,Scott Lansell,https://twitter.com/slansell/status/1628579564715933696,@GeoPoll conducted an SMS survey across Nigeria last week in the run-up to critical elections this coming Saturday. You can find our survey results at:  #nigeria #nigeriadecides2023 #election https://t.co/ioC04wWOM3,0,0,0,LinkedIn,220,"District of Columbia, USA"
2023-02-23 02:10:39,Jezil52,Adams Jesse Odoba-Yacham,https://twitter.com/Jezil52/status/1628578051733716992,"Meet 19 year old Solomon Agbalaka who is not new to winning MOTM awards. His header was the difference as Nigeria defeated Egypt u20 in Cairo.

A product of TCC as Ladan Bosso puts his trust in the LB. 

#NigeriaDecides2023 Peace Accord Enugu https://t.co/GAvhxLuXva",1,1,0,Twitter for Android,2001,"Abuja, Nigeria"
2023-02-23 02:10:39,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628578050295078912,"Now Playing on 234Radio, JOE - I understand.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 02:08:21,NewsWavesNaija,Newswave Daily,https://twitter.com/NewsWavesNaija/status/1628577471359582214,"Obi-dients can lie 😅😂😂
They will say these Hollywood stars have endorsed Peter Obi 🙄

Anyway what's my own!

Make sure you go and Vote on Saturday!

#NigeriaDecides2023 
#2DaystoElection
#ObiDatti2023 
#ObidientMovement 
#AtikuOkowa2023 
#jagabanarmy https://t.co/z5OHBREMbK",0,0,0,Twitter for Android,530,"Lagos, Nigeria"
2023-02-23 02:06:37,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628577035332341775,"Now Playing on 234Radio, 234Radio - 234Radio Sweeper (The Number One Internet Radio).

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 02:06:26,Adassah_O,Ozzy 💝,https://twitter.com/Adassah_O/status/1628576991514398722,"So goood! 👏
#NigeriaDecides2023",0,0,0,Twitter Web App,3513,On Earth for Now
2023-02-23 02:00:19,allafrica,allAfrica.com,https://twitter.com/allafrica/status/1628575451068112904,#NigeriaDecides2023 - Army Releases Hotlines to Public @PremiumTimesng: https://t.co/LRCcS18b1c #Nigeria https://t.co/fhqdw6l8Ef,0,0,1,allAfrica.com,476546,Africa
2023-02-23 01:59:04,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628575136424009730,"Now Playing on 234Radio, Backstreet Boys - Anywhere for you.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 01:57:35,trueNija,Optimistic Muhammed,https://twitter.com/trueNija/status/1628574760513769475,"2023 Polls: Tinubu @officialABAT to Become Biggest Beneficiary of Naira Redesign, Fresh Facts Emerge.

#TinubuIsComing 
#TinubuIsWinning
#NigeriaDecides2023
#TinubuShettima2023 In Sha Allah 🙏

https://t.co/C0ybATzC0s",1,0,0,Twitter for Android,46928,"Gombe, Nigeria"
2023-02-23 01:57:17,EmmanuelDogbevi,Emmanuel K. Dogbevi,https://twitter.com/EmmanuelDogbevi/status/1628574685091835904,"As Nigerians vote on Saturday, I've been thinking of Nigeria.
I hope they make the right choice. Nigeria has been the failed big brother of West Africa for far too long. Time for redemption. #NigeriaDecides2023 #Nigeria #WestAfrica",1,0,0,Twitter for Android,4554,Ghana
2023-02-23 01:56:07,SmAicreatives,SmAi Creatives,https://twitter.com/SmAicreatives/status/1628574392702623745,"Retaining your courage..

#NigeriaDecides2023 https://t.co/FsPGyrXSeH",1,0,0,Twitter for Android,129,
2023-02-23 01:54:40,MuserhMinister,@Muserh_Minister,https://twitter.com/MuserhMinister/status/1628574030079852547,"#NigeriaDecides2023 
I pray for Nigeria a good sailor, who can escape it from drowning!
🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬",1,0,0,Twitter for Android,6,"Kano, Nigeria"
2023-02-23 01:52:46,Gozie_Uzor,🅖🄾🆉🄸🅔 🆄🆉🄾🅁,https://twitter.com/Gozie_Uzor/status/1628573549806948352,"Dear #Obidients be proud. @atiku endorsed @PeterObi years ago. You cannot block the Light. #ObiDatti2023 is the light the #Nigerian people need now.
#NigeriaDecides2023 https://t.co/2FbmhLf13w",0,0,0,Twitter Web App,210,A click Away....#JusHolla
2023-02-23 01:51:45,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628573295669813248,"Now Playing on 234Radio, WestLife - Against All Odds(feat Mariah Carey).

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 01:50:40,Sire_Generous,Generous,https://twitter.com/Sire_Generous/status/1628573020833841155,"And it all came pass

Not one of the good promises spoken over me (Nigeria )failed (Joshua 21:45)

#HallelujahChallenge 
#NigeriaDecides2023",0,0,0,Twitter for Android,62,"Abuja, Nigeria"
2023-02-23 01:49:43,Matilda_oliee,Business Woman,https://twitter.com/Matilda_oliee/status/1628572782182412290,"The human work is done.
Abba, glorify Yourself through our intentions, dreams and votes.
Have mercy Lord and save our children and future.
#NigeriaDecides2023 
#VoteLP",0,0,0,Twitter for Android,295,Nigeria
2023-02-23 01:46:11,NewsWavesNaija,Newswave Daily,https://twitter.com/NewsWavesNaija/status/1628571892784238592,"Jeeeez 😳

What's going on here?

#jagabanarmy please what's happening here?

#NigeriaDecides2023 
#2DaystoElection https://t.co/xV5mGfs7Tn",0,0,0,Twitter for Android,530,"Lagos, Nigeria"
2023-02-23 01:46:00,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628571849079529474,"Now Playing on 234Radio, Boys 2 Men - End Of The Road.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 01:43:27,samuel_inspire,Samuel Idonaba O.,https://twitter.com/samuel_inspire/status/1628571204557631490,"This is really funny. 
May God help us in this coming election. 
#NigeriaDecides2023",0,0,0,Twitter for Android,95,Nigeria
2023-02-23 01:41:20,johnwesey,John Wesey,https://twitter.com/johnwesey/status/1628570672719925249,"there are no prosthetics for amputated souls.

#NigeriaDecides2023",0,0,0,Twitter for iPhone,271,"Lagos, Nigeria"
2023-02-23 01:40:40,BOLEXO2,Adekanye Boluwatife D.,https://twitter.com/BOLEXO2/status/1628570504029212672,"@HamzyCODE @dicksoniroegbu The truth is written all around us but we have chosen to shy away from it.
#NigeriaDecides2023 #Elections2023",0,0,0,Twitter for Android,89,"Abuja, Nigeria"
2023-02-23 01:38:27,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628569948258705409,"Now Playing on 234Radio, Janet Jackson  Feat.Nelly - Call On Me.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 01:32:43,Ogulutv,Ogulutv,https://twitter.com/Ogulutv/status/1628568504617119746,Here's the Occupational Distribution of Registered Voters for #NigeriaDecides2023 Election. https://t.co/9RUwUsbcyq,0,0,0,Twitter for Android,1240,"Lagos, Nigeria"
2023-02-23 01:31:15,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628568134943735809,"Now Playing on 234Radio, LeAnn Rimes - I Need You.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 01:30:29,sugarstick4life,PEPPLE💖,https://twitter.com/sugarstick4life/status/1628567941183688707,"Sent out funds to different people yesterday, and the reference was ""Vote Peter Obi for President.""
That's my little way of encouraging people to vote.
A new Nigeria is possible when you vote for the right candidate. 
#NigeriaDecides2023",10,0,0,Twitter for Android,9136,United Kingdom
